label,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15
<,0.301005355916,0.196476520285,0.14262144042,-0.309954562772,0.0573140122205,0.0225166191369,0.0601241678831,-0.0779491346124,0.0110907459383,-0.304648610667,-0.230823933883,0.0198924477749,-0.107146444483,0.031962263522,0.263342416298
>,0.249350756255,0.111249076792,0.197439573089,-0.239289341054,-0.0568347761672,0.0623876459536,0.0364796679353,-0.146147270983,0.110522864212,-0.235246212197,-0.285637048176,0.0449248128474,-0.117562580607,-0.00397538755717,0.0498655276109
ng,0.662395597329,0.648193699043,0.743359077076,0.789406820709,0.41627001264,-0.518795644901,-0.358392972074,0.943643319704,-0.945969145319,0.832405048189,0.170866356459,-0.775933235897,0.642545472076,0.781326657343,0.670573964627
dh,-0.938269981258,-0.54046758428,-0.765238955788,0.53992575408,-0.301567399543,-0.533267307457,-0.847736692886,0.50021689358,0.651538818809,0.509996689667,-0.761369454976,0.270908736709,0.652216229339,-0.438793823426,0.592765331554
uhn,0.116279713513,-0.0558913030085,-0.142609647519,0.130600113925,0.120418708802,-0.082516313727,-0.152376405662,0.0675573130446,0.0068019981214,0.00283195879567,0.110295110635,-0.194542479688,0.0547492565413,0.0450700221924,0.0384650731676
aon,0.125803792383,-0.0869160885292,-0.179266437148,0.191871614158,0.149603687077,-0.0808860979071,-0.122909558304,0.0867500574064,0.0392943425709,-0.00229995756908,0.156733132504,-0.235388832753,0.0559781420614,0.0755809604497,0.00638093057859
aen,0.240245544336,-0.207177390215,-0.344209721902,0.0252895113675,0.215239523424,-0.067193071004,-0.0304351133316,-0.329417374518,-0.21040058279,0.241520449885,0.119537859927,-0.13293557856,-0.100659899373,0.171064595606,-0.388941114862
awn,0.210105341731,-0.0389166569471,-0.15263986848,0.139354962104,0.126435379867,-0.155468796652,-0.111819124554,-0.0398102968703,-0.0165983097841,-0.0207435585457,0.202155027741,-0.189063631791,0.0611619726415,0.0883963440398,-0.0458843925511
hh,-0.807032859526,-0.570878077097,0.49696760135,0.397943259691,-0.402399996831,0.728698976257,-0.50809191491,-0.802040199112,0.775504873725,0.179288298938,-0.775677205945,0.543843472256,-0.38215209478,-0.519684249926,0.237751926919
jh,-0.704997592857,-0.138467707266,0.116243240539,-0.0475544308187,0.0705702342632,-0.491936818689,-0.394752508594,0.316146440461,0.0398154995548,-0.34288340685,-0.441048225005,-0.33521343422,-0.160496698343,0.272517609061,0.345873321424
ahl,0.0963793694021,-0.0481173407566,-0.124069976725,0.123348754106,0.108888819891,-0.0903404115384,-0.14582279057,0.0716755705819,0.015552272024,0.0162923447336,0.0994734645862,-0.198076922441,0.0479331882379,0.0477335316925,0.0520868828106
dx,-0.799076508199,0.694264270449,0.223119432204,-0.106437148048,-0.667694934134,-0.310188500335,-0.721565697001,0.559622322018,-0.282583448701,-0.886062321215,-0.381483896692,-0.766274710858,-0.0709578935454,-0.535055519558,0.390832318404
own,0.659048919056,-0.24679717198,-0.465912704347,0.458394255069,0.158525481082,0.169729676142,-0.42871893829,-0.16763522368,0.0187765304998,-0.119339872856,0.66603596105,0.19970973355,0.278546576919,0.237498397709,-0.231006497815
em,-0.134607911267,0.231587577554,-0.590511745064,-0.376516864285,0.295706440613,0.0490558135485,-0.428965202953,-0.380979866526,0.215871123693,-0.437353671866,0.714486472122,0.249573635059,-0.351131779847,-0.565671022259,-0.411700007851
iyih,0.0972416518362,-0.0450705994283,-0.120282778807,0.120847276403,0.110012034002,-0.0899942676778,-0.141944152251,0.0682905820815,0.0183119890508,0.0151091773523,0.098797212824,-0.195081720394,0.0484653275271,0.0483407753966,0.0516748542497
b,-0.596704287279,-0.10379696256,0.879919974289,0.0248536692063,0.241570396097,0.389179297454,-0.537901776725,0.57978524838,0.677529626698,-0.190816937088,-0.593564026697,-0.1389481243,0.44084778685,-0.710052659818,-0.218222140652
d,-0.757152223343,0.176511979515,0.447782656964,0.675375393397,0.199409359895,-0.464612636506,-0.346998406015,0.517576744769,0.0180599329856,-0.754371622428,0.190646853225,-0.0227651244322,-0.427571821451,0.410393118442,0.841784391917
g,-0.873771171192,-0.426882372602,0.421893873163,0.0869315743308,-0.465176682658,-0.120660460186,0.183134460976,0.762128339217,-0.211418937687,0.277052157821,-0.649576562854,-0.486699081212,-0.1214105844,0.322724974642,0.523546295107
f,-0.518560567232,0.174777815347,0.271267399065,-0.0245544154032,-0.676668648899,-0.0441440133846,-0.511529419523,0.608153963051,0.636613389978,0.617547064818,-0.159740510712,-0.466156653949,-0.588342704258,0.581901133647,0.00836540029454
h,0.0812000577706,-0.0548691746334,-0.127080891067,0.121519372497,0.111033679122,-0.0928025808709,-0.147430494859,0.0751137407949,0.0220815811905,0.0168292497214,0.0955700537383,-0.198999875079,0.0555994704345,0.0485524648485,0.0524359633486
k,-0.437306934698,-0.725523125079,0.989285248365,-0.77718315698,-0.772335650193,-0.432502811688,-0.780808657827,0.822241875923,-0.237910254002,-0.00211580973045,0.584154908739,0.446798419028,0.327505287923,0.622688447111,0.0872869996861
iyn,0.264534637372,-0.027696349599,-0.137206714523,0.234136804278,0.185963675226,-0.185310399546,-0.17568808295,-0.0454656599964,0.0606105273983,-0.00548266298877,0.158293053061,-0.334289728801,0.156634848789,-0.0258680263303,-0.0224156760202
m,-0.652410856691,0.834337752498,0.314823837119,0.164149537247,0.431731448326,0.231190570101,-0.551098499225,0.719031002483,0.465470663278,0.479278105507,0.464657078542,0.790948948961,-0.424436827012,-0.45195676238,0.204851696085
l,-0.12917201061,0.451918597507,-0.296004163931,-0.42299907573,0.61724381917,0.656775563808,-0.998461726518,0.0762329737735,-0.126269832123,0.578418319011,-0.246866898113,-0.262887733558,-0.237499430813,0.342774195618,0.25396364434
o,0.0963808792149,-0.0481310855828,-0.12411488438,0.123305006423,0.10887570349,-0.0903333394617,-0.145771006986,0.0716253434433,0.0155399611925,0.0162960253363,0.0994426102673,-0.198030490208,0.04792995637,0.0477858016125,0.0521203747335
n,-0.709285871214,0.526036219929,0.161962186045,-0.193096815822,-0.537521623888,0.503890305756,-0.31624555509,0.0699335750684,-0.784276166929,0.787642631337,0.537875146528,0.0925684033473,0.654154083412,0.0139683336945,0.887125101258
p,-0.119615724661,-0.329976923377,0.440637497583,-0.604676962628,-0.696113882375,0.447400861536,-0.263741376026,0.638193207829,0.713054156232,0.310925884204,-0.239850967003,-0.881264966957,0.629943896134,-0.725460322539,0.0394813629457
s,-0.274681174371,0.78348311703,-0.437504874374,0.571741441961,-0.554995253099,-0.892374687362,-0.286827579887,0.426115783875,-0.812878527121,0.750558481875,-0.801107410921,0.502427146883,-0.324978102977,-0.041360638414,-0.518512965218
sh,-0.246911717247,-0.0387924741337,0.421830031702,-0.327539859899,-0.367350430359,-0.282252984465,-0.744259081775,0.19483452384,-0.542574560445,-0.317957850859,-0.689559067046,-0.229682896492,-0.468367121728,-0.0134148028721,-0.480663063599
uh,0.821604279416,0.252625146191,-0.529769445811,0.108408840695,0.603115601448,0.749390997928,0.567818033532,0.220230469725,-0.157483614445,0.328774988468,0.589135678861,-0.721355407188,0.24161975693,0.152310769953,-0.585190733372
oy,0.481875956771,-0.0683725750318,-0.429700631826,0.266425405397,0.386552961795,0.23194797129,0.127536443405,-0.263004218086,0.0396027843264,-0.218436055753,0.167555807348,-0.279236548602,-0.0855443320828,0.218929783496,0.228536672773
v,-0.385958319622,0.687145403465,-0.124966422312,-0.0970265110944,-0.810593385802,0.0177815216507,-0.424359884866,0.804998671699,0.611468568345,-0.176761837719,0.220701047252,-0.591764224129,0.159610015112,0.25120405248,0.663063620752
y,-0.879167725263,-0.860913213601,-0.652536145989,0.260757296759,0.560087694208,-0.311999347044,-0.850137812332,-0.620900970271,0.607835578412,-0.608495585655,-0.915998646148,-0.181589906318,-0.225873491926,0.498837289968,0.579137541698
ihn,0.404273888519,-0.0794958155713,-0.103795076366,0.249244072263,0.188018057565,-0.0156900970598,0.0553711853255,-0.246254419292,-0.282903361609,-0.130297742344,0.254809814661,-0.28080571104,0.208803997138,0.181647803565,-0.0148020891052
z,0.453781301326,0.734442894676,0.221372200754,0.651824337073,-0.711143122511,-0.697403855152,-1.01654105665,0.30264912679,0.261181013456,-0.0591557149329,0.100676367387,-0.172822210146,0.590999382806,0.142938043838,0.355322467104
uw,0.937246659478,-0.380571304005,-0.140900248238,0.499780905646,0.554003630515,-0.562584902077,-0.0550824932068,-0.429163935512,-0.575114103802,-0.616171437614,0.20398911971,0.307894670162,0.625310661039,-0.820082744621,-0.823665637479
uwn,0.142162738206,-0.0370281336793,-0.128096133702,0.108134364828,0.124734652387,-0.104316894365,-0.113744778028,0.0623048780395,-0.00985691103363,-0.0162905251285,0.0611990654709,-0.179814424193,0.0600760975746,0.0293811518722,0.0332729858611
