label,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20
ey,0.331032098785,-0.203313566606,-0.479238733735,0.11786681452,-0.0331506826881,-0.556758060082,-0.355133314588,-0.705515078678,0.555699601992,-0.237971270333,0.66250820777,-0.574550449057,-0.265228474756,0.411994471688,0.229231477752,-0.516794193407,0.204745021005,0.54837211761,-0.132894796204,0.550437903768
aw,0.217426826381,0.378672739508,-0.562560585925,0.14271282978,0.44263652884,0.472957446318,0.0809510546212,0.0953169866557,0.60598935109,0.316534945245,0.658599033806,-0.329075467305,-0.368943911442,-0.21458788804,-0.568754475582,-0.414277320844,0.559526724071,0.659394442196,0.385593459991,0.0625376887354
ay,-0.539424443728,0.541456989749,-0.374119666448,0.323060628074,0.661435579463,-0.564370322833,-0.360429316639,-0.669518023895,0.694176035149,-0.553921735878,-0.627022659849,-0.715852755957,-0.494987740601,-0.130536619594,-0.263383288654,-0.273709926129,0.691730068919,0.464947437326,-0.0856030996157,0.694636502952
zh,0.230346465749,-0.111972700827,0.0140881434785,-0.111223495848,-0.0898752806281,-0.0194898364068,-0.142819415645,0.0939123637712,-0.230046071441,0.0583158602393,-0.0417624540192,-0.0703138017695,0.142316069174,-0.0381961263542,0.218975802042,0.188422050438,0.0388893682125,-0.111543771798,-0.0183766030063,-0.238056319077
er,0.210325319015,-0.231344797713,-0.507158476261,-0.316039165226,0.507002221623,-0.199851450159,-0.568141265183,-0.500662517189,-0.351133561474,-0.105591767504,0.566225383344,-0.552908806375,-0.635539141507,-0.572890841061,0.334046698389,0.526133326742,-0.61820800199,-0.227122411932,0.437137829843,0.496364627277
#,-0.626752914461,0.672958613773,-0.8244109438,-0.787660585041,-0.766320124733,-0.686145841162,0.626501651166,0.686861171993,-0.655689410519,-0.64573990802,0.776047388393,0.712805389345,0.721199996488,-0.691658996047,-0.653847543799,0.783689358569,-0.60846348231,-0.694470831224,-0.621382233001,-0.791520225918
ng,-0.595116957461,-0.731600785327,0.298810434695,-0.423907364685,-0.610396655536,-0.517905895432,-0.631389504634,-0.617169312991,-0.581695179873,0.662500324968,-0.686119372657,-0.601096290334,-0.629956468258,0.584265846734,0.419104720378,-0.244121499713,-0.676842625221,-0.417270729718,-0.42141997092,-0.511891682438
r,0.504951163855,-0.632067129655,-0.659905145401,-0.0492761537885,0.60332864749,0.517224880221,0.291063746452,-0.759489944493,-0.500921314132,0.634654397331,-0.600505916411,0.462838791238,0.531823584964,-0.497635960463,0.67910089498,0.468692014601,-0.555670965063,0.624413139386,0.367492915285,-0.328933093274
th,-0.41541165486,0.0308679240255,0.55376968645,-0.533819820041,-0.267278845252,0.588441742881,0.280063635646,-0.285489034434,-0.172014798543,-0.381967234099,-0.280046453728,-0.457420743416,0.0898849125628,0.361842266809,0.348291510898,-0.582890114753,0.426891990732,0.548413942281,-0.376164959805,-0.47809390502
t,0.600610765965,-0.611998324291,0.53074465078,-0.5171234991,-0.628496485847,0.599598862562,-0.682457428493,0.485665088749,0.656753375071,-0.497199319272,-0.5007162491,-0.494601771366,-0.672201495997,-0.505534453505,-0.446723615772,0.607610537486,-0.216823614733,0.437374929627,-0.469719148416,-0.559302626578
<,0.0412842014396,-0.0726136211946,0.0102712222246,-0.187853406987,-0.0456438108527,-0.0599977310048,0.0198142380176,0.140824580091,-0.168819903524,0.0998682037317,0.0549519549263,0.0475129112832,0.111301458798,-0.0596661517916,0.129231531839,0.266208693044,-0.0826975944887,-0.200104117039,-0.0467208479473,-0.316059416731
>,0.196706603378,0.0237005995573,-0.0600643346912,0.0560423239993,-0.182690853546,-0.0162204001318,0.16964154079,0.207268907269,-0.0997595668059,0.0492905990078,-0.0205464353048,0.149091045815,0.209384891378,-0.0128422049776,0.0186295917865,0.0753855648545,-0.108664052954,-0.206537540067,0.0741087454407,-0.187124330884
w,0.51846002294,0.411593782673,-0.570028913239,0.538202275005,-0.552856057364,-0.16602874423,-0.404781467767,0.486508190857,-0.472682498017,-0.340838771558,-0.646017816127,-0.286140490325,0.558525676045,0.346525423,0.384039271353,0.167259341398,0.245808289347,0.600094845039,-0.479255783527,0.579968982319
dh,-0.663237604803,0.252894288601,0.304738625107,0.388302888696,-0.701365434226,0.634809376021,-0.707367774032,0.209589603509,0.513824291957,0.585742836609,-0.707163613197,0.410233322792,0.68666990902,0.581293375344,-0.648547753788,0.47728721537,-0.359955264474,0.448673487227,0.383788112857,0.492329463029
y,-0.141930900099,0.537872866622,0.381601355094,0.420837205302,-0.394285165902,0.549891061982,-0.495162072869,-0.431735484628,0.663262701563,-0.218188901524,-0.308461519047,0.3359753345,0.00311684950238,0.0833153332836,0.357587381739,0.684215707477,0.306972888084,-0.494725899915,0.480911607393,-0.49730221844
hh,0.397190709143,0.166490335724,-0.618401161569,-0.459895478161,-0.585273158881,0.544307876463,0.32114923826,-0.455890407149,0.549648918231,0.261595698066,-0.554860104118,0.617455157391,0.43836810521,0.520983461802,-0.714290133304,-0.334170182565,0.58616256292,-0.401639117497,-0.0415795223211,-0.410899273946
jh,0.429486549512,-0.303867882124,0.564440407667,0.124981619336,-0.205402565372,0.0244577052686,-0.239305036388,0.402610381687,-0.254992557196,0.356404191966,-0.311717501082,-0.564295862796,0.160770606681,0.0307110934369,0.105227808059,-0.0421613366059,0.371760167677,-0.242267524056,0.472767796635,-0.49526438614
em,0.358316096228,-0.406251204932,-0.489174450468,0.228646577505,0.266958962957,0.53705560918,-0.331398598922,-0.402872506164,0.333344102535,-0.0317200686349,0.151550499806,0.363000185901,-0.39975918482,-0.104073978348,-0.443827113697,0.367653712637,0.409425302597,-0.441507957133,0.404074582803,0.492582852997
b,0.370863109227,-0.436480019895,0.470293445591,-0.238986453379,-0.571060395724,0.502098414985,0.384951062799,0.613134753352,-0.515858694654,-0.383007349976,-0.570856319722,-0.317940919348,0.694747525825,-0.429470514384,-0.057378836416,0.0103510459498,0.450948285028,-0.359626856872,0.372424137099,0.691593365179
d,-0.568277787078,-0.423758546667,0.417370362925,0.549699019619,0.414301116082,0.553153107888,0.480306739738,0.512082094525,-0.457271968597,0.0968872294627,-0.718400549033,-0.449407875009,-0.549573764918,0.609807829305,-0.547444548581,0.603383141446,0.474428493067,-0.544311111921,-0.629326428706,-0.597676547178
g,0.356577399393,0.439023572222,0.464357931199,0.354115294629,-0.269128912566,0.310246705932,0.126834227664,0.571977999786,-0.54492750923,0.608918267022,-0.559526843841,-0.526371304365,0.405677545543,-0.064367503542,-0.178116202407,-0.499989720581,-0.480910601353,0.395167693342,-0.338804226852,-0.418309993416
f,0.206313617305,-0.453699486359,0.65078685017,0.298422634643,-0.314741757699,0.391888812789,-0.311922666055,0.1971108868,-0.245289299392,-0.493557662987,-0.110699315938,0.479812174685,0.359371980792,0.39574820447,0.0398777282495,-0.46832598048,0.0594164850383,0.126472977837,0.0107435758919,-0.680274719211
h,0.102538989147,-0.020367507841,-0.0365707704277,0.0128683742476,-0.013202031221,0.0273134733914,-0.0325452852036,-0.0151935930703,0.0926249703055,0.0591354274165,-0.0736955734779,-0.0182789096972,-0.00282067504375,0.0542490765507,-0.039820498343,0.0298598508357,0.0647095951666,0.0184995399371,0.0280964369236,-0.0577467051206
k,0.455783172692,0.417393440091,0.348922256497,-0.613837107607,0.38898259612,0.624758928435,-0.519358849558,0.66115134308,-0.577483382346,-0.588083115096,-0.68390156161,0.373980850017,-0.529780338842,0.393160765963,-0.358315460711,-0.520585810068,-0.378725513332,-0.170257506279,0.370467734859,-0.546865878391
m,0.349568266013,-0.683800852195,0.316371205895,0.545251946292,0.497150793887,-0.572934119041,-0.561199110952,0.168474848901,-0.313856346335,-0.145054556327,-0.484719407045,0.295239172954,0.566055835491,0.315329030321,-0.638604057881,0.447231958962,-0.285353433918,0.102657488422,-0.283803288876,-0.23492085981
l,0.325649041662,-0.61285589851,0.153196846715,-0.514414718607,0.224864918838,-0.426460531134,0.567529142906,0.639769787268,0.529288180391,0.364656446892,-0.643348750873,-0.0252852035924,0.678999457155,0.501639424379,0.427693399187,0.472467217137,-0.202703031157,0.499040333468,0.31304646996,-0.616405277156
n,-0.353376295923,-0.385118911287,-0.218145210474,-0.281754680591,0.626805840197,0.485625226498,-0.527135435612,0.663674057466,0.344629726384,0.3233682986,-0.595359273223,-0.397489391432,0.631692316796,-0.592120134129,0.497361247619,-0.471748771989,-0.328450605535,-0.390880278473,-0.321122517033,-0.546726297894
p,0.579237510474,-0.127984912441,0.455256398528,0.0464733245643,-0.397563598474,0.470358286046,-0.172671360656,0.616034434983,-0.0110725403023,-0.0655709278071,-0.144814681887,0.535305964579,0.328582021052,0.465130611886,0.57563728248,-0.492532615554,-0.290026457088,-0.32548188673,-0.477822621245,0.72487135741
s,-0.398705526707,-0.482419390948,-0.3586122944,0.445495330055,-0.605104761497,-0.466168884194,-0.521065505697,0.586619443527,-0.517722215636,0.571552154752,-0.506037154693,0.529085110094,-0.411884409195,-0.535075217532,-0.147048306936,-0.511349009381,0.451134083712,0.550673720037,0.451576557914,-0.472663537284
sh,0.462702069148,-0.517436956617,0.0884704330325,0.203007950872,-0.537616087325,0.29318471487,-0.485986010386,0.504091482865,-0.456770483278,0.0990471996807,-0.263885724485,-0.068666913709,-0.195246863631,0.274652553844,0.360406990624,0.413048301124,0.0178668791555,-0.457481614738,0.373151014863,-0.329464477925
uh,-0.315405097844,0.148497072441,0.128258274536,0.391765863266,-0.0438119298093,-0.592766676606,-0.121517271456,-0.663975161349,0.584136724797,0.3937714474,0.198514219232,-0.394251997841,0.321036949463,-0.64696462588,0.467686661675,0.429906706796,-0.261970253475,-0.0414280789934,0.569926829525,0.51632954339
oy,0.0630720464866,0.00561153306868,-0.0743577525679,0.0925822234005,0.363633980656,-0.0308058701971,0.118155409941,-0.165471171306,0.178707094516,0.142649738844,0.268566244959,-0.361128769153,-0.106328873889,0.0661531715965,0.0737644216238,0.264766005368,-0.0552293168981,0.279099080076,0.273793692787,0.103821465298
v,0.332614344632,-0.00944182948718,0.458067493344,0.533937575009,0.372359382368,0.714548990339,-0.578002712656,0.610647565622,-0.312460043779,0.139825286104,0.439823756037,-0.123539379047,0.64917865336,0.269544078209,0.0457657980709,0.323914324041,0.247050644453,0.549987499853,-0.362024428122,-0.507195264046
ow,-0.156383585214,-0.413314453026,0.444811019314,0.21416419864,0.518413091218,-0.0892658985799,0.647031207035,-0.706980504325,0.657547551849,-0.132188175951,0.686303869951,-0.0257396617583,-0.603570080876,0.224224048936,-0.34237023215,-0.204961919506,-0.577152258773,0.717644762162,-0.542163905262,0.713620490232
z,-0.484948922748,-0.496499262294,0.29373011312,-0.570680766555,0.442839878745,0.142713007992,-0.501902259276,-0.0147556772574,-0.302336868167,0.412705165972,0.566297864454,0.00777174163623,0.540317801714,0.144318408686,0.371513093657,0.27490795545,0.665289364164,-0.293194925996,-0.598294166993,-0.212055487835
uw,0.510817389201,0.495638778147,0.239056871143,0.2036742101,0.627634945854,-0.623687365527,0.572974853252,-0.289473578362,0.468370502323,0.55182670635,-0.0153568916094,0.530754141827,-0.682240303309,-0.716768676526,0.506928244934,0.53427840226,0.650914059205,0.502029359814,-0.639173960211,0.653047459522
