"(u'ow', u'uw')","(u'ow', u'uw')",z,1
"(u'#', u'v')","(u'#', u'v')",ay,515
"(u's', u'ah')","(u'ah', u's')",v,1
"(u'jh', u's')","(u'jh', u's')",ae,1
"(u'k', u'n')","(u'k', u'n')",oy,2
"(u'n', u'r')","(u'n', u'r')",b,2
"(u'ih', u'ow')","(u'ih', u'ow')",f,217
"(u'sh', u'uh')","(u'sh', u'uh')",n,1
"(u'#', u'r')","(u'#', u'r')",ae,9
"(u'w', u'd')","(u'd', u'w')",eh,12
"(u'b', u'#')","(u'#', u'b')",ah,5
"(u'eh', u'r')","(u'eh', u'r')",t,14
"(u'k', u'eh')","(u'eh', u'k')",w,87
"(u'k', u'k')","(u'k', u'k')",aa,3
"(u'#', u'ih')","(u'#', u'ih')",v,81
"(u'ow', u's')","(u'ow', u's')",#,414
"(u't', u'ah')","(u'ah', u't')",f,1
"(u'n', u'r')","(u'n', u'r')",ow,150
"(u'#', u'w')","(u'#', u'w')",sh,1
"(u'iy', u'eh')","(u'eh', u'iy')",d,1
"(u'ah', u'em')","(u'ah', u'em')",hh,6
"(u'd', u's')","(u'd', u's')",ow,7
"(u'n', u'sh')","(u'n', u'sh')",d,3
"(u'ao', u's')","(u'ao', u's')",l,1
"(u'uw', u'eh')","(u'eh', u'uw')",m,6
"(u'ah', u'ih')","(u'ah', u'ih')",#,253
"(u'ae', u'ah')","(u'ae', u'ah')",p,195
"(u'g', u'l')","(u'g', u'l')",ow,25
"(u'ae', u't')","(u'ae', u't')",k,398
"(u'<', u'ah')","(u'<', u'ah')",k,1
"(u'm', u'z')","(u'm', u'z')",iy,4
"(u'ch', u'l')","(u'ch', u'l')",#,18
"(u'aa', u'd')","(u'aa', u'd')",s,1
"(u'r', u'ih')","(u'ih', u'r')",b,9
"(u'iy', u'er')","(u'er', u'iy')",#,19
"(u's', u'b')","(u'b', u's')",ay,1
"(u'w', u't')","(u't', u'w')",eh,25
"(u'y', u'k')","(u'k', u'y')",ah,1
"(u'g', u'm')","(u'g', u'm')",#,9
"(u'n', u'k')","(u'k', u'n')",iy,10
"(u't', u'z')","(u't', u'z')",ey,7
"(u'hh', u'ng')","(u'hh', u'ng')",ae,22
"(u'ae', u'#')","(u'#', u'ae')",th,38
"(u'd', u'r')","(u'd', u'r')",ow,77
"(u'jh', u'd')","(u'd', u'jh')",oy,9
"(u'b', u'n')","(u'b', u'n')",ae,19
"(u'iy', u'er')","(u'er', u'iy')",ch,149
"(u'en', u'ng')","(u'en', u'ng')",ih,4
"(u'ih', u'oy')","(u'ih', u'oy')",n,1
"(u'#', u'r')","(u'#', u'r')",f,1116
"(u'r', u'p')","(u'p', u'r')",ay,1
"(u'ae', u'>')","(u'>', u'ae')",n,2
"(u'#', u'ae')","(u'#', u'ae')",t,74
"(u'l', u'k')","(u'k', u'l')",aa,89
"(u'b', u'dh')","(u'b', u'dh')",ey,1
"(u'ih', u'y')","(u'ih', u'y')",s,1
"(u'ay', u'aa')","(u'aa', u'ay')",k,24
"(u'ay', u'aa')","(u'aa', u'ay')",z,1
"(u'l', u'ch')","(u'ch', u'l')",p,1
"(u'ow', u'p')","(u'ow', u'p')",r,17
"(u'uw', u'ey')","(u'ey', u'uw')",#,245
"(u'ih', u'iy')","(u'ih', u'iy')",s,8
"(u'ey', u'#')","(u'#', u'ey')",r,6
"(u'ow', u'#')","(u'#', u'ow')",th,104
"(u't', u'n')","(u'n', u't')",ah,230
"(u'uw', u'ah')","(u'ah', u'uw')",l,13
"(u'v', u'ae')","(u'ae', u'v')",#,223
"(u'th', u'ae')","(u'ae', u'th')",#,109
"(u'l', u'l')","(u'l', u'l')",d,2
"(u'hh', u'd')","(u'd', u'hh')",ay,11
"(u'n', u'uh')","(u'n', u'uh')",ch,2
"(u'm', u'ch')","(u'ch', u'm')",ae,7
"(u'r', u'r')","(u'r', u'r')",t,5
"(u'uw', u'f')","(u'f', u'uw')",#,282
"(u'p', u'#')","(u'#', u'p')",th,4
"(u'n', u'v')","(u'n', u'v')",#,58
"(u'k', u'g')","(u'g', u'k')",eh,1
"(u'ng', u't')","(u'ng', u't')",s,2
"(u'l', u'ih')","(u'ih', u'l')",ey,44
"(u'eh', u'm')","(u'eh', u'm')",n,1
"(u'p', u'ey')","(u'ey', u'p')",l,493
"(u'#', u'#')","(u'#', u'#')",ih,1
"(u'p', u'uw')","(u'p', u'uw')",s,2
"(u'er', u'aw')","(u'aw', u'er')",p,1
"(u'r', u't')","(u'r', u't')",s,46
"(u'#', u'er')","(u'#', u'er')",w,1901
"(u'er', u'aa')","(u'aa', u'er')",m,1
"(u'd', u'ae')","(u'ae', u'd')",b,1
"(u'er', u'aa')","(u'aa', u'er')",g,32
"(u'ey', u'hh')","(u'ey', u'hh')",#,776
"(u'iy', u'ow')","(u'iy', u'ow')",k,3
"(u't', u'b')","(u'b', u't')",ah,58
"(u'v', u'v')","(u'v', u'v')",ay,6
"(u'ch', u'p')","(u'ch', u'p')",#,34
"(u'iy', u'th')","(u'iy', u'th')",ah,4
"(u'ah', u'er')","(u'ah', u'er')",p,21
"(u'g', u'k')","(u'g', u'k')",#,15
"(u'ae', u'b')","(u'ae', u'b')",sh,1
"(u'l', u'ih')","(u'ih', u'l')",t,21
"(u'n', u's')","(u'n', u's')",#,837
"(u'n', u'eh')","(u'eh', u'n')",n,2
"(u'b', u'eh')","(u'b', u'eh')",jh,36
"(u'ow', u'ah')","(u'ah', u'ow')",zh,2
"(u'p', u'ah')","(u'ah', u'p')",iy,8
"(u'f', u'b')","(u'b', u'f')",t,3
"(u's', u'iy')","(u'iy', u's')",#,30
"(u'sh', u'z')","(u'sh', u'z')",el,8
"(u's', u'v')","(u's', u'v')",ae,1
"(u'ow', u'el')","(u'el', u'ow')",r,23
"(u'ih', u'iy')","(u'ih', u'iy')",t,368
"(u'el', u'k')","(u'el', u'k')",#,154
"(u'p', u'jh')","(u'jh', u'p')",ey,15
"(u'sh', u'hh')","(u'hh', u'sh')",#,9
"(u'ay', u't')","(u'ay', u't')",k,50
"(u'n', u'el')","(u'el', u'n')",iy,2
"(u'v', u's')","(u's', u'v')",ae,9
"(u'ih', u'l')","(u'ih', u'l')",z,3
"(u'ey', u'el')","(u'el', u'ey')",z,1
"(u'eh', u'ow')","(u'eh', u'ow')",k,2
"(u't', u'm')","(u'm', u't')",ih,25
"(u'eh', u'sh')","(u'eh', u'sh')",k,108
"(u'eh', u'ih')","(u'eh', u'ih')",s,45
"(u'ah', u's')","(u'ah', u's')",k,100
"(u't', u'z')","(u't', u'z')",en,2
"(u'v', u'n')","(u'n', u'v')",ih,20
"(u'b', u'th')","(u'b', u'th')",ow,96
"(u'sh', u'#')","(u'#', u'sh')",el,96
"(u'ae', u'ah')","(u'ae', u'ah')",jh,3
"(u'uh', u'b')","(u'b', u'uh')",t,25
"(u'ah', u'ch')","(u'ah', u'ch')",#,15
"(u'er', u'hh')","(u'er', u'hh')",#,394
"(u'uw', u't')","(u't', u'uw')",#,546
"(u't', u'ah')","(u'ah', u't')",en,2
"(u'v', u's')","(u's', u'v')",#,426
"(u'#', u'#')","(u'#', u'#')",ow,877
"(u'k', u'y')","(u'k', u'y')",#,535
"(u'ow', u'ih')","(u'ih', u'ow')",l,17
"(u'f', u'v')","(u'f', u'v')",ay,266
"(u'ae', u't')","(u'ae', u't')",th,1
"(u'k', u'n')","(u'k', u'n')",ay,537
"(u'ih', u'm')","(u'ih', u'm')",sh,9
"(u'p', u'ah')","(u'ah', u'p')",l,46
"(u's', u'l')","(u'l', u's')",ow,32
"(u'l', u'f')","(u'f', u'l')",ay,226
"(u'l', u'k')","(u'k', u'l')",ah,43
"(u'ey', u'b')","(u'b', u'ey')",s,14
"(u't', u'r')","(u'r', u't')",ow,147
"(u'r', u'm')","(u'm', u'r')",aa,27
"(u'l', u'm')","(u'l', u'm')",ih,85
"(u'f', u'ch')","(u'ch', u'f')",#,4
"(u'ah', u'ih')","(u'ah', u'ih')",d,36
"(u'aa', u'ae')","(u'aa', u'ae')",#,12
"(u'w', u'd')","(u'd', u'w')",aa,3
"(u'l', u'jh')","(u'jh', u'l')",iy,1
"(u'<', u'iy')","(u'<', u'iy')",l,1
"(u'd', u'p')","(u'd', u'p')",ow,2
"(u'ow', u'#')","(u'#', u'ow')",t,135
"(u'ih', u'ow')","(u'ih', u'ow')",hh,1
"(u'k', u'w')","(u'k', u'w')",ay,1
"(u'jh', u't')","(u'jh', u't')",#,16
"(u'ey', u'ih')","(u'ey', u'ih')",jh,3
"(u'er', u'eh')","(u'eh', u'er')",k,2
"(u'n', u'ih')","(u'ih', u'n')",s,116
"(u'g', u'ah')","(u'ah', u'g')",#,17
"(u'uw', u'n')","(u'n', u'uw')",#,725
"(u'ay', u'>')","(u'>', u'ay')",n,1
"(u'el', u'iy')","(u'el', u'iy')",t,30
"(u'ih', u'iy')","(u'ih', u'iy')",m,18
"(u'r', u'dh')","(u'dh', u'r')",#,1185
"(u'l', u's')","(u'l', u's')",ah,127
"(u'l', u'aa')","(u'aa', u'l')",ey,1
"(u'z', u'#')","(u'#', u'z')",el,6
"(u'z', u'k')","(u'k', u'z')",aa,1
"(u'uh', u's')","(u's', u'uh')",k,75
"(u'v', u'zh')","(u'v', u'zh')",er,5
"(u'n', u'k')","(u'k', u'n')",s,6
"(u'd', u'z')","(u'd', u'z')",el,8
"(u'<', u'eh')","(u'<', u'eh')",dh,1
"(u'n', u'oy')","(u'n', u'oy')",jh,36
"(u'sh', u'aw')","(u'aw', u'sh')",#,2
"(u'<', u'ih')","(u'<', u'ih')",th,1
"(u'ow', u'dh')","(u'dh', u'ow')",#,1329
"(u'r', u'n')","(u'n', u'r')",ow,37
"(u'y', u'ch')","(u'ch', u'y')",uw,14
"(u'm', u'sh')","(u'm', u'sh')",ih,35
"(u'w', u'v')","(u'v', u'w')",ay,3
"(u'ey', u'ih')","(u'ey', u'ih')",n,22
"(u'eh', u'y')","(u'eh', u'y')",#,1
"(u'<', u'ey')","(u'<', u'ey')",g,1
"(u'z', u'm')","(u'm', u'z')",eh,1
"(u'f', u'b')","(u'b', u'f')",ow,2
"(u'd', u'iy')","(u'd', u'iy')",#,47
"(u'z', u's')","(u's', u'z')",ih,10
"(u's', u'r')","(u'r', u's')",t,525
"(u'b', u'g')","(u'b', u'g')",aa,3
"(u'p', u't')","(u'p', u't')",er,50
"(u'n', u'r')","(u'n', u'r')",#,227
"(u'ah', u'b')","(u'ah', u'b')",k,1
"(u'z', u't')","(u't', u'z')",ih,67
"(u'sh', u'p')","(u'p', u'sh')",ah,3
"(u'ey', u'y')","(u'ey', u'y')",#,392
"(u'ey', u's')","(u'ey', u's')",aa,4
"(u'#', u'z')","(u'#', u'z')",ow,2
"(u'g', u'sh')","(u'g', u'sh')",aa,41
"(u'#', u'ih')","(u'#', u'ih')",dh,1169
"(u'el', u'ey')","(u'el', u'ey')",m,1
"(u's', u'ih')","(u'ih', u's')",iy,31
"(u'k', u'm')","(u'k', u'm')",eh,23
"(u'uh', u'ey')","(u'ey', u'uh')",k,81
"(u'p', u'ow')","(u'ow', u'p')",l,10
"(u'ng', u'ey')","(u'ey', u'ng')",k,2
"(u's', u'z')","(u's', u'z')",ih,9
"(u'ow', u'iy')","(u'iy', u'ow')",r,106
"(u'ay', u'er')","(u'ay', u'er')",n,12
"(u'ay', u'ih')","(u'ay', u'ih')",ow,1
"(u'ow', u'ih')","(u'ih', u'ow')",n,7
"(u'b', u'm')","(u'b', u'm')",ey,3
"(u'uw', u'w')","(u'uw', u'w')",z,1
"(u'th', u'ih')","(u'ih', u'th')",r,6
"(u'k', u'sh')","(u'k', u'sh')",ae,3
"(u'd', u'ae')","(u'ae', u'd')",v,26
"(u'p', u'ih')","(u'ih', u'p')",t,32
"(u'r', u'z')","(u'r', u'z')",aa,4
"(u'ih', u'd')","(u'd', u'ih')",s,1
"(u'iy', u'el')","(u'el', u'iy')",th,1
"(u'uw', u'ih')","(u'ih', u'uw')",r,79
"(u'aa', u'eh')","(u'aa', u'eh')",n,2
"(u'ch', u'z')","(u'ch', u'z')",ay,3
"(u'd', u'aa')","(u'aa', u'd')",l,1
"(u'k', u'ow')","(u'k', u'ow')",b,2
"(u'iy', u'd')","(u'd', u'iy')",l,64
"(u'm', u'd')","(u'd', u'm')",iy,49
"(u'ng', u'n')","(u'n', u'ng')",#,75
"(u'ow', u'ow')","(u'ow', u'ow')",t,4
"(u'l', u'er')","(u'er', u'l')",y,28
"(u'l', u'n')","(u'l', u'n')",ay,112
"(u'n', u'>')","(u'>', u'n')",uw,1
"(u's', u's')","(u's', u's')",ah,164
"(u'n', u'#')","(u'#', u'n')",ow,6170
"(u'd', u'r')","(u'd', u'r')",iy,1
"(u'f', u'g')","(u'f', u'g')",aa,5
"(u'g', u'f')","(u'f', u'g')",uw,4
"(u'w', u'b')","(u'b', u'w')",eh,30
"(u'ah', u'ih')","(u'ah', u'ih')",r,148
"(u'n', u'iy')","(u'iy', u'n')",el,1
"(u'd', u'#')","(u'#', u'd')",s,6
"(u'uh', u'w')","(u'uh', u'w')",l,1
"(u'ae', u'f')","(u'ae', u'f')",n,2
"(u'er', u'r')","(u'er', u'r')",#,167
"(u't', u'iy')","(u'iy', u't')",f,1
"(u'ih', u'#')","(u'#', u'ih')",z,2271
"(u'aa', u'ow')","(u'aa', u'ow')",t,3
"(u'sh', u'iy')","(u'iy', u'sh')",p,1
"(u'g', u'p')","(u'g', u'p')",#,20
"(u'm', u's')","(u'm', u's')",iy,3
"(u'ah', u'uw')","(u'ah', u'uw')",k,5
"(u'z', u'ow')","(u'ow', u'z')",m,1
"(u'b', u'y')","(u'b', u'y')",#,18
"(u'm', u'ae')","(u'ae', u'm')",n,1
"(u'#', u'n')","(u'#', u'n')",sh,1
"(u's', u'k')","(u'k', u's')",ay,46
"(u'hh', u'v')","(u'hh', u'v')",ow,1
"(u'w', u'l')","(u'l', u'w')",ay,147
"(u'f', u'eh')","(u'eh', u'f')",#,27
"(u'#', u'eh')","(u'#', u'eh')",dh,5045
"(u'w', u'#')","(u'#', u'w')",uw,1
"(u'#', u'r')","(u'#', u'r')",ow,1660
"(u'ih', u'z')","(u'ih', u'z')",l,24
"(u'v', u'k')","(u'k', u'v')",ih,10
"(u'k', u'v')","(u'k', u'v')",uw,2
"(u'f', u'd')","(u'd', u'f')",ay,20
"(u'ow', u'aa')","(u'aa', u'ow')",k,1
"(u'd', u'v')","(u'd', u'v')",iy,4
"(u'd', u'el')","(u'd', u'el')",ay,1
"(u'ah', u'ch')","(u'ah', u'ch')",n,71
"(u'er', u'y')","(u'er', u'y')",#,330
"(u'n', u'z')","(u'n', u'z')",iy,31
"(u'#', u'>')","(u'#', u'>')",ey,1
"(u'r', u'el')","(u'el', u'r')",sh,1
"(u'd', u'sh')","(u'd', u'sh')",#,304
"(u'ah', u'hh')","(u'ah', u'hh')",p,2
"(u'sh', u'p')","(u'p', u'sh')",#,6
"(u'aw', u'l')","(u'aw', u'l')",#,27
"(u'zh', u'eh')","(u'eh', u'zh')",#,1
"(u'r', u'ae')","(u'ae', u'r')",l,2
"(u'ah', u'v')","(u'ah', u'v')",#,21
"(u'iy', u't')","(u'iy', u't')",ae,4
"(u'ay', u'er')","(u'ay', u'er')",p,12
"(u'#', u'l')","(u'#', u'l')",er,49
"(u'n', u'ch')","(u'ch', u'n')",ih,8
"(u'ey', u'<')","(u'<', u'ey')",>,20
"(u'p', u'ow')","(u'ow', u'p')",r,160
"(u'b', u'g')","(u'b', u'g')",ah,4
"(u'd', u't')","(u'd', u't')",el,1
"(u'uw', u'l')","(u'l', u'uw')",t,17
"(u'w', u's')","(u's', u'w')",ih,7
"(u'hh', u'r')","(u'hh', u'r')",ih,663
"(u'g', u'r')","(u'g', u'r')",#,5
"(u'#', u'oy')","(u'#', u'oy')",f,1
"(u'jh', u'k')","(u'jh', u'k')",ah,2
"(u'>', u'th')","(u'>', u'th')",<,2
"(u'b', u'm')","(u'b', u'm')",uw,9
"(u'ch', u'#')","(u'#', u'ch')",aw,1
"(u'jh', u'r')","(u'jh', u'r')",ae,1
"(u'eh', u'g')","(u'eh', u'g')",r,2
"(u'ch', u'ey')","(u'ch', u'ey')",#,52
"(u'n', u'm')","(u'm', u'n')",ch,1
"(u'iy', u'ae')","(u'ae', u'iy')",hh,3
"(u'r', u'w')","(u'r', u'w')",ih,3
"(u'ah', u'hh')","(u'ah', u'hh')",m,10
"(u'er', u'iy')","(u'er', u'iy')",d,1
"(u'k', u'uw')","(u'k', u'uw')",sh,25
"(u'th', u'l')","(u'l', u'th')",#,34
"(u'n', u'z')","(u'n', u'z')",ey,2
"(u'ih', u't')","(u'ih', u't')",p,18
"(u'jh', u'm')","(u'jh', u'm')",ey,1
"(u'#', u'ey')","(u'#', u'ey')",r,236
"(u'v', u'el')","(u'el', u'v')",r,21
"(u'ih', u's')","(u'ih', u's')",n,279
"(u'ay', u'l')","(u'ay', u'l')",aa,3
"(u'er', u'ah')","(u'ah', u'er')",r,4
"(u'l', u'sh')","(u'l', u'sh')",iy,3
"(u'r', u'ng')","(u'ng', u'r')",ae,13
"(u'p', u'#')","(u'#', u'p')",ay,6
"(u'b', u't')","(u'b', u't')",ey,16
"(u'b', u'iy')","(u'b', u'iy')",l,332
"(u'el', u'hh')","(u'el', u'hh')",#,190
"(u'el', u'm')","(u'el', u'm')",#,108
"(u'ih', u'er')","(u'er', u'ih')",sh,1
"(u'f', u'aw')","(u'aw', u'f')",l,8
"(u'g', u'ey')","(u'ey', u'g')",r,275
"(u's', u'ey')","(u'ey', u's')",k,16
"(u'd', u'aa')","(u'aa', u'd')",iy,1
"(u'oy', u'p')","(u'oy', u'p')",#,1
"(u'ow', u'eh')","(u'eh', u'ow')",w,7
"(u'r', u'w')","(u'r', u'w')",th,3
"(u'aa', u't')","(u'aa', u't')",n,784
"(u'b', u'n')","(u'b', u'n')",eh,15
"(u'ow', u'em')","(u'em', u'ow')",#,93
"(u'<', u'#')","(u'#', u'<')",ay,14
"(u'k', u'ah')","(u'ah', u'k')",f,7
"(u'z', u'z')","(u'z', u'z')",el,4
"(u'#', u'iy')","(u'#', u'iy')",d,261
"(u't', u'ih')","(u'ih', u't')",uw,12
